0.64782	0.16667	0.12121	0.15462	0.27132	0.1096	0.8937	0.87795	0.51575	0.27966	0
0.4057	0.26111	0.40909	0.19184	0.40827	0.13095	0.98425	0.74409	0.19685	0.12645	1
0.14657	0.16667	0.4697	0.13601	0.35401	0.03597	0.88976	0.62598	0.16535	0.059111	0
0.28014	0.91111	0.31818	0.17323	0.34238	0.20697	0.64173	0.82677	0.72047	0.058135	0
0.44872	0.24722	0.16667	0.31926	0.23127	0.22706	0.92913	0.87795	0.46063	0.23602	1
0.43172	0.21944	0.27273	0.068003	0.26357	0.24266	0.94488	0.80709	0.35039	0.48083	1
0.82241	0.87222	0.21212	0.19184	0.23514	0.22734	0.72047	0.90157	0.73228	0.28468	0
0.72886	0.78889	0.15152	0.47674	0.21705	0.51286	0.75984	0.94488	0.73622	0.19643	0
0.46973	0.275	0.21212	0.085898	0.21964	0.12674	0.95276	0.87008	0.41732	0.2929	1
0.5983	0.55833	0.22727	0.060845	0.25711	0.092876	0.83465	0.99213	0.66929	0.080719	1
0.56328	0.50278	0.33333	0.21546	0.26744	0.23184	0.87008	0.97638	0.58268	0.15977	1
0.68084	0.28333	0.27273	0.16321	0.23385	0.31024	0.97244	0.83858	0.34252	0.60867	0
0.45673	0.8	0.30303	0.068003	0.26357	0.25544	0.63386	0.92126	0.83465	0.14415	1
0.58029	0.78889	0.060606	0.021475	0.22481	0.14557	0.82283	0.94488	0.66535	0.24258	0
0.46723	0.43889	0.060606	0.15032	0.23514	0.28523	0.88583	0.94488	0.59055	0.16939	1
0.35768	0.42222	0.37879	0.10737	0.23385	0.16987	0.94882	0.90945	0.40945	0.19378	0
0.56528	0.19444	0.13636	0.42305	0.29199	0.59646	0.90551	0.87795	0.49213	0.66597	1
0.47574	0.53611	0.13636	0.1675	0.24806	0.32387	0.86614	0.97244	0.6378	0.29639	1
0.72586	0.24167	0.22727	0.10737	0.26357	0.24027	0.94882	0.84252	0.38583	0.26488	0
0.58529	0.077778	0.13636	0.15175	0.22868	0.17226	0.85433	0.86614	0.54331	0.23658	0
0.66583	0.225	0.13636	0.16321	0.23773	0.71898	0.91339	0.88583	0.49213	0.30434	0
0.37069	0.96111	0.10606	0.060845	0.2261	0.066601	0.81496	0.90157	0.63386	0.8493	1
0.61381	0.27222	0.24242	0.10737	0.28165	0.69833	0.96063	0.85039	0.37795	0.2568	0
0.81391	0.33056	0.28788	0.37079	0.21576	0.1644	0.97638	0.86614	0.3622	0.0948	0
0.69685	0.34167	0.18182	0.064424	0.21835	0.57145	0.94488	0.90945	0.47244	0.2738	0
0.51826	0.36111	0.12121	0.27344	0.30362	0.52873	0.91732	0.92913	0.5315	0.46271	1
0.62681	0.97222	0.10606	0.060845	0.23385	0.1547	0.8189	0.89764	0.62598	0.26419	0
0.38869	0.041667	0.39394	0.085898	0.29199	0.21175	0.73622	0.70079	0.46457	0.92625	0
0.52076	0.23056	0.15152	0.021475	0.22868	0.61487	0.9252	0.87402	0.4685	0.43287	0
0.64532	0.59444	0.18182	0.34359	0.24548	0.87987	0.8189	0.98819	0.69685	0.25875	1
0.69835	0.54444	0.31818	0.21117	0.3553	0.22959	0.82677	0.99213	0.65748	0.58204	0
0.55978	0.29167	0.31818	0.14388	0.2907	0.22931	0.98425	0.8189	0.29921	0.19559	1
0.54677	0.91389	0.27273	0.030064	0.2261	0.37474	0.68898	0.85039	0.70866	0.088248	0
0.48974	0.45833	0.22727	0.042949	0.22868	0.18814	0.91339	0.96063	0.54331	0.34714	0
0.75638	0.25	0.015152	0.33357	0.26486	0.14753	0.86614	0.93307	0.60236	0.32748	0
0.54027	0.38056	0.13636	0	0.22351	0.22734	0.92126	0.93307	0.52756	0.052419	1
0.37419	0.075	0.21212	0.32713	0.26615	0.20697	0.83858	0.8189	0.50394	0.2455	0
0.69685	0.56389	0.13636	0.30494	0.24677	0.055501	0.85039	0.97638	0.65748	0.094382	0
0.68384	0.31111	0.24242	0.10737	0.25969	0.22903	0.9685	0.87402	0.3937	0.39704	0
0.75888	0.65833	0.12121	0.28776	0.29328	0.53337	0.81102	0.97244	0.70472	0.29987	0
0.54827	0.063889	0.18182	0.22119	0.27778	0.66166	0.83858	0.84252	0.53543	0.56908	0
0.77339	0.52778	0.18182	0.41303	0.48837	0.33834	0.86614	0.98031	0.63386	0.11488	0
0.73087	0.013889	0.18182	0.25841	0.33721	0.41464	0.80709	0.85433	0.58661	0.3219	0
0.44122	0.19722	0.16667	0.12527	0.2416	0.1547	0.91339	0.8622	0.46457	0.28552	1
0.61831	0.072222	0.10606	0.14388	0.24935	0.23985	0.85433	0.88583	0.56693	0.42604	0
0.61831	0.85	0.19697	0.021475	0.22868	0.53351	0.72047	0.91339	0.74409	0.14833	0
0.51976	0.59722	0.33333	0.22405	0.3385	0.24055	0.75984	1	0.74409	0.11488	1
