0.77202	0.51581	0.0
0.60089	0.52959	0.0
0.75772	0.4414	0.0
0.72192	0.47651	0.0
0.64696	0.59787	0.0
0.74587	0.43925	0.0
0.78078	0.54858	0.0
0.67242	0.52044	0.0
0.73545	0.52638	0.0
0.8467	0.4983	0.0
0.66606	0.54585	0.0
0.71832	0.49499	0.0
0.72961	0.39889	0.0
0.70251	0.65137	0.0
0.78357	0.45526	0.0
0.73193	0.58716	0.0
0.66166	0.42584	0.0
0.66238	0.55726	0.0
0.67603	0.53308	0.0
0.86428	0.46703	0.0
0.73572	0.4659	0.0
0.72049	0.47743	0.0
0.7579	0.42796	0.0
0.72761	0.49478	0.0
0.85049	0.45262	0.0
0.74198	0.44076	0.0
0.73576	0.53863	0.0
0.67303	0.5484	0.0
0.7348	0.44827	0.0
0.69952	0.59609	0.0
0.72191	0.46331	0.0
0.74323	0.54109	0.0
0.81138	0.62823	0.0
0.83816	0.50017	0.0
0.78104	0.54369	0.0
0.71237	0.46319	0.0
0.79303	0.54482	0.0
0.66008	0.4907	0.0
0.792	0.65885	0.0
0.76283	0.51856	0.0
0.85101	0.45042	0.0
0.78682	0.5188	0.0
0.74513	0.47771	0.0
0.72957	0.59096	0.0
0.69497	0.49114	0.0
0.85001	0.41416	0.0
0.66242	0.53412	0.0
0.82721	0.46666	0.0
0.70535	0.44757	0.0
0.59934	0.46815	0.0
0.67917	0.40656	0.0
0.76293	0.48889	0.0
0.76591	0.49091	0.0
0.91152	0.32833	0.0
0.83757	0.44947	0.0
0.68985	0.50788	0.0
0.78908	0.44094	0.0
0.63995	0.43564	0.0
0.73371	0.48766	0.0
0.6702	0.60779	0.0
0.69803	0.42808	0.0
0.72627	0.45013	0.0
0.81195	0.4937	0.0
0.69956	0.51231	0.0
0.67175	0.53139	0.0
0.73331	0.51779	0.0
0.78442	0.41882	0.0
0.68567	0.49346	0.0
0.95944	0.57316	0.0
0.77298	0.5001	0.0
0.82498	0.53494	0.0
0.80096	0.52937	0.0
0.81074	0.57769	0.0
0.62369	0.52777	0.0
0.7054	0.44811	0.0
0.64325	0.41758	0.0
0.74477	0.47417	0.0
0.74086	0.57077	0.0
0.71897	0.50748	0.0
0.7887	0.46755	0.0
0.72231	0.59665	0.0
0.70575	0.60616	0.0
0.83291	0.56914	0.0
0.70516	0.53931	0.0
0.56904	0.65513	1.0
0.62666	0.68781	1.0
0.62809	0.64494	1.0
0.59903	0.81092	1.0
0.64194	0.65504	1.0
0.60609	0.73348	1.0
0.6988	0.72071	1.0
0.7504	0.69734	1.0
0.51708	0.7762	1.0
0.67345	0.65513	1.0
0.67523	0.64294	1.0
0.63848	0.64823	1.0
0.67992	0.7921	1.0
0.52264	0.58483	1.0
0.60762	0.63818	1.0
0.59432	0.61798	1.0
0.77411	0.65151	1.0
0.56211	0.76125	1.0
0.6303	0.72219	1.0
0.58808	0.80613	1.0
0.66437	0.86998	1.0
0.59761	0.54826	1.0
0.65333	0.74447	1.0
0.70873	0.77975	1.0
0.65908	0.63111	1.0
0.59941	0.72101	1.0
0.58591	0.65325	1.0
0.67428	0.67062	1.0
0.64296	0.81191	1.0
0.54882	0.74454	1.0
0.70315	0.67339	1.0
0.66069	0.67929	1.0
0.60182	0.64006	1.0
0.50296	0.76931	1.0
0.59368	0.75514	1.0
0.56321	0.62843	1.0
0.63586	0.76818	1.0
0.7305	0.68636	1.0
0.68283	0.7093	1.0
