0.10634	0.85335	4.0
0.17794	0.71617	4.0
0.77967	0.22598	2.0
0.7712	0.13879	2.0
0.65876	0.28036	2.0
0.29385	0.01414	0.0
0.37341	0.76826	4.0
0.76217	0.58414	3.0
0.16907	0.39257	1.0
0.68534	0.75592	3.0
0.76642	0.3765	2.0
0.70011	0.26609	2.0
0.3602	0.17535	1.0
0.1901	0.34969	1.0
0.37041	0.70274	4.0
0.76739	0.29261	2.0
0.71498	0.33681	2.0
0.94865	0.98908	0.0
0.18304	0.10751	1.0
0.83414	0.88024	3.0
0.85466	0.82007	3.0
0.82718	0.75012	3.0
0.29036	0.41831	1.0
0.1019	0.17405	1.0
0.82909	0.89095	3.0
0.89805	0.71105	3.0
0.69909	0.67765	3.0
0.32044	0.80044	4.0
0.99141	0.14583	0.0
0.31831	0.75878	4.0
0.22212	0.22569	1.0
0.35262	0.92838	0.0
0.62419	0.79591	3.0
0.16233	0.69616	4.0
0.45657	0.31089	0.0
0.28253	0.17992	1.0
0.42808	0.18245	0.0
0.29107	0.52778	0.0
0.43679	0.20307	0.0
0.19071	0.64583	4.0
0.7733	0.33222	2.0
0.61903	0.69397	3.0
0.12702	0.43247	0.0
0.72683	0.62567	3.0
0.28096	0.81972	4.0
0.23166	0.97544	0.0
0.31095	0.3675	1.0
0.66208	0.32875	2.0
0.68219	0.07271	0.0
0.66576	0.17436	2.0
0.42577	0.73075	4.0
0.057339	0.027307	0.0
0.63611	0.681	3.0
0.81071	0.36391	2.0
0.17852	0.86798	4.0
0.51126	0.092896	0.0
0.69672	0.728	3.0
0.24142	0.19469	1.0
0.081211	0.19667	1.0
0.30302	0.026083	0.0
0.86326	0.60661	0.0
0.80527	0.85132	3.0
0.26617	0.2862	1.0
0.31922	0.81599	4.0
0.35238	0.71937	4.0
0.7874	0.36058	2.0
0.14807	0.66477	4.0
0.76139	0.13648	2.0
0.30187	0.65948	4.0
0.77263	0.92172	3.0
0.15923	0.77511	4.0
0.23583	0.96606	0.0
0.46209	0.24071	0.0
0.17468	0.8409	4.0
0.48491	0.63402	0.0
0.63789	0.81499	3.0
0.87717	0.18368	2.0
0.21794	0.86225	4.0
0.15331	0.63705	4.0
0.60367	0.1526	2.0
0.76525	0.88441	3.0
0.70149	0.59014	3.0
0.83313	0.65454	3.0
0.23443	0.76143	4.0
0.77535	0.60339	3.0
0.32904	0.66031	4.0
0.62941	0.80492	3.0
0.62001	0.5298	0.0
0.75313	0.57079	0.0
0.21674	0.80729	4.0
0.24515	0.30661	1.0
0.93137	0.38072	0.0
0.8027	0.86011	3.0
0.26238	0.17744	1.0
0.11014	0.18129	1.0
0.66363	0.91054	0.0
0.22006	0.67149	4.0
0.72644	0.19312	2.0
0.85242	0.37061	2.0
0.41575	0.2645	1.0
0.70381	0.52497	0.0
0.61153	0.79929	3.0
0.362	0.62878	4.0
0.6272	0.75954	3.0
0.78887	0.3116	2.0
0.80916	0.80074	3.0
0.95371	0.32189	0.0
0.89472	0.55379	0.0
0.61545	0.27082	2.0
0.31743	0.3439	1.0
0.1238	0.70755	4.0
0.75938	0.72857	3.0
0.6516	0.79878	3.0
0.082899	0.74339	4.0
0.03276	0.14681	0.0
0.78176	0.6277	3.0
0.20672	0.6354	4.0
0.12337	0.75943	4.0
0.92131	0.53231	0.0
0.67	0.13538	2.0
0.88001	0.32091	2.0
0.81967	0.38113	2.0
0.29591	0.15235	1.0
0.77415	0.4179	2.0
0.76931	0.75904	3.0
0.73791	0.11176	2.0
0.83062	0.11291	2.0
0.87029	0.024389	0.0
0.14941	0.65569	4.0
